Name, Path, Extension, Size, Last Modified
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\chinese_tc\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\001.cls,.cls,4.564kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\002.cls,.cls,4.522kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\english\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\001.cls,.cls,4.674kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\002.cls,.cls,4.532kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\french\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\001.cls,.cls,4.938kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\002.cls,.cls,4.516kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\DarkGrayish.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\Grayish.cls,.cls,0.335kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\LightGrayish.cls,.cls,0.334kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\german\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\001.cls,.cls,2.632kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\002.cls,.cls,4.522kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\japanese\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\001.cls,.cls,3.166kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\002.cls,.cls,4.51kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\korean\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\001.cls,.cls,4.564kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\002.cls,.cls,4.522kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\other\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
001.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\001.cls,.cls,4.939kb ,19040 days, 8:00:00
002.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\002.cls,.cls,4.5360000000000005kb ,19040 days, 8:00:00
BrightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\BrightTone.cls,.cls,0.338kb ,19040 days, 8:00:00
DarkGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\DarkGrayish.cls,.cls,0.34kb ,19040 days, 8:00:00
DarkTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\DarkTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DeepTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\DeepTone.cls,.cls,0.334kb ,19040 days, 8:00:00
DullTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\DullTone.cls,.cls,0.334kb ,19040 days, 8:00:00
Grayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\Grayish.cls,.cls,0.332kb ,19040 days, 8:00:00
LightGrayish.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\LightGrayish.cls,.cls,0.342kb ,19040 days, 8:00:00
LightTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\LightTone.cls,.cls,0.336kb ,19040 days, 8:00:00
PaleTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\PaleTone.cls,.cls,0.334kb ,19040 days, 8:00:00
SoftTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\SoftTone.cls,.cls,0.334kb ,19040 days, 8:00:00
StrongTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\StrongTone.cls,.cls,0.338kb ,19040 days, 8:00:00
VividTone.cls,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ColorSet\spanish\VividTone.cls,.cls,0.336kb ,19040 days, 8:00:00
brushsize.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\brushsize.png,.png,0.495kb ,19040 days, 8:00:00
parallelruler.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\parallelruler.png,.png,0.753kb ,19040 days, 8:00:00
rotation.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\rotation.png,.png,0.783kb ,19040 days, 8:00:00
timeline.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\timeline.png,.png,0.445kb ,19040 days, 8:00:00
undo.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\undo.png,.png,0.9410000000000001kb ,19040 days, 8:00:00
zoom.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\DialMenu\zoom.png,.png,0.914kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\chinese_sc\default.sgs,.sgs,11.079kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\chinese_tc\default.sgs,.sgs,11.001kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\english\default.sgs,.sgs,11.079kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\french\default.sgs,.sgs,11.233kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\german\default.sgs,.sgs,11.227kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\japanese\default.sgs,.sgs,11.169kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\korean\default.sgs,.sgs,11.245000000000001kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\other\default.sgs,.sgs,11.079kb ,19040 days, 8:00:00
default.sgs,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\GradationSet\spanish\default.sgs,.sgs,11.18kb ,19040 days, 8:00:00
offline.css,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\css\offline.css,.css,0.617kb ,19040 days, 8:00:00
other.css,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\css\other.css,.css,0.464kb ,19040 days, 8:00:00
touch.css,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\css\touch.css,.css,1.089kb ,19040 days, 8:00:00
offline.png,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\img\offline.png,.png,43.008kb ,19040 days, 8:00:00
offline_de-de.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_de-de.html,.html,1.034kb ,19040 days, 8:00:00
offline_en-us.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_en-us.html,.html,0.994kb ,19040 days, 8:00:00
offline_es-es.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_es-es.html,.html,1.0050000000000001kb ,19040 days, 8:00:00
offline_fr-fr.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_fr-fr.html,.html,1.039kb ,19040 days, 8:00:00
offline_ja-jp.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_ja-jp.html,.html,1.063kb ,19040 days, 8:00:00
offline_ko-kr.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_ko-kr.html,.html,1.054kb ,19040 days, 8:00:00
offline_zh-tw.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\mobile\offline_zh-tw.html,.html,0.964kb ,19040 days, 8:00:00
offline_de-de.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_de-de.html,.html,0.889kb ,19040 days, 8:00:00
offline_en-us.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_en-us.html,.html,0.878kb ,19040 days, 8:00:00
offline_es-es.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_es-es.html,.html,0.879kb ,19040 days, 8:00:00
offline_fr-fr.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_fr-fr.html,.html,0.899kb ,19040 days, 8:00:00
offline_ja-jp.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_ja-jp.html,.html,0.922kb ,19040 days, 8:00:00
offline_ko-kr.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_ko-kr.html,.html,0.914kb ,19040 days, 8:00:00
offline_zh-tw.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\offline_zh-tw.html,.html,0.847kb ,19040 days, 8:00:00
online.html,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\online.html,.html,2.357kb ,19040 days, 8:00:00
spin.min.js,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\HTML\scripts\spin.min.js,.js,4.499kb ,19040 days, 8:00:00
AdobeRGB1998.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\AdobeRGB1998.icc,.icc,0.56kb ,19040 days, 8:00:00
AppleRGB.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\AppleRGB.icc,.icc,0.552kb ,19040 days, 8:00:00
ColorMatchRGB.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\ColorMatchRGB.icc,.icc,0.56kb ,19040 days, 8:00:00
EuropeISOCoatedFOGRA27.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\EuropeISOCoatedFOGRA27.icc,.icc,557.168kb ,19040 days, 8:00:00
EuroscaleUncoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\EuroscaleUncoated.icc,.icc,557.164kb ,19040 days, 8:00:00
JapanColor2001Coated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\JapanColor2001Coated.icc,.icc,557.168kb ,19040 days, 8:00:00
JapanColor2001Uncoated.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\JapanColor2001Uncoated.icc,.icc,557.168kb ,19040 days, 8:00:00
JapanColor2002Newspaper.icc,D:\CELSYS\CLIP STUDIO 1.5\CLIP STUDIO PAINT\Settings\PAINT\ICCProfiles\JapanColor2002Newspaper.icc,.icc,557.172kb ,19040 days, 8:00:00
